,case_id,prompt,subject,target_false,target_true
21630,21630,The location of {} is,Sicilian Expedition,Albany,Sicily
21631,21631,"{}, the",Carla Bley,guitar,piano
21632,21632,{} premieres on,The Real Wedding Crashers,MTV,NBC
21633,21633,{} is located in,Valencian Community,Nevada,Spain
21634,21634,{} is owned by,Market Square Arena,Germany,Indianapolis
21635,21635,{} is employed by,Hubert Gregg,IBM,BBC
21636,21636,{} premiered on,NBC Mystery Movie,ESPN,NBC
21637,21637,The language of {} was,Beautiful Boxer,English,Thai
21638,21638,"{}, playing the",Mike Shinoda,violin,guitar
21639,21639,"{}, located in",Tukvar Tea Estate,Russia,India
21640,21640,The headquarter of {} is in,Alberta University of the Arts,Quincy,Calgary
21641,21641,{} is located in the country of,Bastia,Denmark,France
21642,21642,The official religion of {} is,Malacca sultanate,Christianity,Islam
21643,21643,{} is located in,Clan Lindsay,Orange,Scotland
21644,21644,{} was a product of,Intel MCS-51,Microsoft,Intel
21645,21645,{} was formed in,I Am Kloot,Munich,Manchester
21646,21646,{} used to work in,Dimitrios Gounaris,Berlin,Athens
21647,21647,{} was developed by,WinDbg,Google,Microsoft
21648,21648,"{}, which is located in",Nauders,Peru,Austria
21649,21649,{} is a native speaker of,Paul Guth,Dutch,French
21650,21650,{} is to debut on,Will & Grace,BBC,NBC
21651,21651,{} is produced by,Multi Interface Shoe,Fiat,Sony
21652,21652,"{}, which is located in",Winlaton Youth Training Centre,Belgium,Australia
21653,21653,The profession of {} is,Elmore Leonard,politician,novelist
21654,21654,The mother tongue of {} is,Franz Kafka,Dutch,German
21655,21655,{} that was founded in,BYG Actuel,Glasgow,Paris
21656,21656,{} speaks,Kylie Minogue,Persian,English
21657,21657,"{}, that was formulated in",Finntroll,Philippines,Finland
21658,21658,{} was originally aired on,The Robonic Stooges,NBC,CBS
21659,21659,"{}, who plays the position",Joe Nuxhall,midfielder,pitcher
21660,21660,{} was developed in,"Han, Hun, Dirch og Dario",India,Denmark
21661,21661,{} is native to,James Gomez,London,Singapore
21662,21662,The original language of {} was,Yemen Observer,Hindi,English
21663,21663,{} is located in,Glencree,Italy,Ireland
21664,21664,{} is in,Sungai Mamberamo,Ontario,Papua
21665,21665,{} is produced by,Suzuki Carry,Ferrari,Suzuki
21666,21666,"{}, that was created in",Horslips,Budapest,Dublin
21667,21667,{} found employment in,Juliusz Kossak,Ottawa,Paris
21668,21668,"{}, developed by",Siri,IBM,Apple
21669,21669,The language used by {} is,Bo Lundgren,French,Swedish
21670,21670,The genre played by {} is,Tierney Sutton,thriller,jazz
21671,21671,{} is located in,Griebnitz Canal,California,Berlin
21672,21672,{}'s profession is an,Paul Abraham,mathematician,composer
21673,21673,"{}, who holds the position of",Francisco Mendoza de Bobadilla,bishop,cardinal
21674,21674,{} is developed by,BMW 7 Series,Triumph,BMW
21675,21675,{} is from,Selland Arena,Montreal,Fresno
21676,21676,{} plays,Pavel Bure,soccer,hockey
21677,21677,{} is a product of,Nissan Armada,Honda,Nissan
21678,21678,"{}, in",Bzura,Netherlands,Poland
21679,21679,"{}, who holds a citizenship from",Nicolas Godin,Afghanistan,France
21680,21680,{} is located in the country of,Lake Timiskaming,Ethiopia,Canada
21681,21681,{} worked in the city of,Frank Pembleton,Paris,Baltimore
21682,21682,"{}, by",Nissan Motor Manufacturing UK,Nokia,Nissan
21683,21683,{} plays,Kurt Vonnegut,jazz,satire
21684,21684,{} is written in,Mir Fantastiki,Spanish,Russian
21685,21685,{} was written in,Tsvety,Indonesian,Russian
21686,21686,{} is affiliated with,Puerto Rican Football Federation,NATO,FIFA
21687,21687,{} is developed by,Renault Kangoo,Honda,Renault
21688,21688,"{}, that was formed in",Braids,Minneapolis,Calgary
21689,21689,The headquarters of {} is in,Epitome Pictures,Sheffield,Toronto
21690,21690,The twin city of {} is,Assisi,Philadelphia,Bethlehem
21691,21691,{} belongs to the organization of,Sudan Football Association,NATO,FIFA
21692,21692,"{}, who holds the position of",Exuperius,pope,bishop
21693,21693,{} works for,Samuel J. Palmisano,CBS,IBM
21694,21694,{} passed away at,Theophil Hansen,Livingston,Vienna
21695,21695,{} expired at,Edward Bowring Stephens,Newton,London
21696,21696,"{}, the",Kalu Uche,goaltender,midfielder
21697,21697,{} is in,Darwin Mountains,Europe,Antarctica
21698,21698,The genre played by {} is,Wolter Wierbos,sitcom,jazz
21699,21699,What does {} play? They play,Magni Wentzel,opera,jazz
21700,21700,"{}, by",Wiener Zeitung,Poland,Austria
21701,21701,{} debuted on,Lovers and Friends,HBO,NBC
21702,21702,"{}, which is located in",Emba River,Italy,Kazakhstan
21703,21703,"{}, which is named after",Pen Mar,Bath,Maryland
21704,21704,"{}, created by",Toyota Belta,Renault,Toyota
21705,21705,{} spoke the language,Olaus Rudbeck,Spanish,Swedish
21706,21706,"{}, which was named for",Cologne Bonn Airport,Delaware,Cologne
21707,21707,{} owner,"Monas, National Monument of Indonesia",Yahoo,Indonesia
21708,21708,"{}, of",Yoshiyuki Tomino,Microsoft,Sunrise
21709,21709,{} was originally aired on,Trippin',CBS,MTV
21710,21710,{} professionally plays the sport,Ernie Barnes,baseball,football
21711,21711,The language used by {} is,Gheorghe Ciuhandu,Swedish,Romanian
21712,21712,{} was written in,CherryPy,Spanish,Python
21713,21713,{}'s expertise is,Frank Wilczek,medicine,physics
21714,21714,{} was created in,Telemiracle,Japan,Canada
21715,21715,{} worked in the city of,Josef Klaus,Paris,Vienna
21716,21716,The location of {} is,Champaner-Pavagadh Archaeological Park,London,Gujarat
21717,21717,The language used by {} is,Goswin de Stassart,English,French
21718,21718,"{}, in",history of Europe,Antarctica,Europe
21719,21719,{} plays the instrument,Terry Gibbs,guitar,piano
21720,21720,Which position does {} play? They play as,Kevin Craft,midfielder,quarterback
21721,21721,{} is located in,North Portal,Scotland,Saskatchewan
21722,21722,"{}, who plays the position",Martin Ericsson,quarterback,midfielder
21723,21723,The original language of {} is,Fifty Shades of Grey,French,English
21724,21724,{} plays as,Joe Theismann,midfielder,quarterback
21725,21725,The genre played by {} is,RuneScape,disco,fantasy
21726,21726,The twin city of {} is,Havana,Florence,Barcelona
21727,21727,{}'s domain of work is,Matthias Jakob Schleiden,physiology,biology
21728,21728,"{}, speaker of",Gustave Geffroy,Italian,French
21729,21729,{} is affiliated with the,Thor,FIFA,Avengers
21730,21730,{} was born in,Wilfrid Pelletier,Alexandria,Montreal
21731,21731,"{}, created by",Ferrari 375 MM,Fiat,Ferrari
21732,21732,{} is located in the country of,Bintulu Division,Madagascar,Malaysia
21733,21733,{}'s profession is an,Frits Helmuth,comedian,actor
21734,21734,The language of {} was,La Commune,English,French
21735,21735,{} is located in,Samuel Point,Europe,Antarctica
21736,21736,"{}, which has the capital",British America,Kabul,London
21737,21737,"{}, a citizen of",Gunnar Thoresen,Denmark,Norway
21738,21738,{} is located in,Phoenix Sky Harbor International Airport,Toronto,Phoenix
21739,21739,{} is located in the country of,Tatsuno,Australia,Japan
21740,21740,{} writes in,Edmund Waller,Bulgarian,English
21741,21741,{} originated from,Betsey Cushing Roosevelt Whitney,Angus,Baltimore
21742,21742,{} writes in,Anastasia Volochkova,Chinese,Russian
21743,21743,What is the twin city of {}? It is,Warsaw,Dubai,Madrid
21744,21744,{} died at,Francisco de Ibarra,Warsaw,Mexico
21745,21745,{} speaks the language,Fermin,Russian,Spanish
21746,21746,{}'s profession is a,Callixtus II,politician,diplomat
21747,21747,The official language of {} is,Karachay-Cherkess Republic,Finnish,Russian
21748,21748,{} works for,Jim McGrath,Microsoft,BBC
21749,21749,{} is a native speaker of,Jean-Paul Belmondo,English,French
21750,21750,{} is in,Mr Selfridge,England,London
21751,21751,{}'s owner,Tumblr,BBC,Yahoo
21752,21752,{} is a native speaker of,Pierre Fresnay,Dutch,French
21753,21753,The expertise of {} is,Campegius Vitringa,medicine,theology
21754,21754,The twin city of {} is,Athens,Istanbul,Madrid
21755,21755,{} works in the area of,Hans Bethe,medicine,physics
21756,21756,{}'s life ended in,Jan Bouman,Rome,Berlin
21757,21757,{} is within,Holyrood Secondary School,Melbourne,Scotland
21758,21758,{} plays,Jonas Steur,jazz,trance
21759,21759,The mother tongue of {} is,Oleg Kotov,English,Russian
21760,21760,{} was created by,Microsoft Windows SDK,IBM,Microsoft
21761,21761,The twin city of {} is,Vladivostok,Seoul,Shanghai
21762,21762,The original language of {} was,Toto the Hero,Tamil,French
21763,21763,{} has a citizenship from,Giovanni Lista,Denmark,Italy
21764,21764,{} was from,Keinohrhasen,Philippines,Germany
21765,21765,The language used by {} is,Jean Bourdichon,English,French
21766,21766,"{}, the",Bob Meusel,midfielder,outfielder
21767,21767,"{}, speaker of",Andrei Soldatov,French,Russian
21768,21768,The language of {} was,Thiruppugazh,English,Tamil
21769,21769,"{}, who works for",Mark Lawrenson,ESPN,BBC
21770,21770,{} is produced by,Infiniti Q45,Toyota,Nissan
21771,21771,{} was started in,Future Islands,Sydney,Baltimore
21772,21772,"{}, speaker of",Mabrouk El Mechri,Russian,French
21773,21773,The profession of {} is,Pierfrancesco Favino,composer,actor
21774,21774,{} is located in,Chicanos Por La Causa,Tibet,Arizona
21775,21775,"In {}, an official language is",New Jersey,Portuguese,English
21776,21776,{} belongs to the continent of,Damavand,Antarctica,Asia
21777,21777,{} died in,Sviatoslav Knushevitsky,London,Moscow
21778,21778,The original language of {} is,Jodi Number One,Polish,Tamil
21779,21779,"{}, whose position is that of",Rupert of Salzburg,pope,bishop
21780,21780,What does {} play? They play,Best Selling Secrets,jazz,sitcom
21781,21781,{} speaks the language,Sajjad Ali,Hindi,English
21782,21782,{}'s profession is an,Ann Cusack,composer,actor
21783,21783,The native language of {} is,Jean-Christophe Bouvet,Polish,French
21784,21784,{} was formulated in,Samurai Pizza Cats,Sweden,Japan
21785,21785,"{}, who plays the position",Ben Bennett,midfielder,quarterback
21786,21786,"{}, the",David Mendes da Silva,quarterback,midfielder
21787,21787,The language of {} was,Jack Holborn,Tamil,English
21788,21788,The capital city of {} is,West Pakistan,Munich,Karachi
21789,21789,{}'s expertise is,Edward Frankland,sociology,chemistry
21790,21790,The language used by {} is,Frida Kahlo,English,Spanish
21791,21791,The mother tongue of {} is,Lydia Chukovskaya,French,Russian
21792,21792,{} can be found in,Battle of Ullais,Memphis,Iraq
21793,21793,The profession of {} is,Trond Kirkvaag,biologist,actor
21794,21794,"In {}, an official language is",Basel,Finnish,German
21795,21795,The official religion of {} is,Zheng He,Christian,Islam
21796,21796,Which position does {} play? They play as,Andrea Pirlo,quarterback,midfielder
21797,21797,The capital city of {} is,Ireland,Cairo,Dublin
21798,21798,What is the twin city of {}? It is,Verona,Istanbul,Munich
21799,21799,{} works as,Max Volmer,composer,chemist
21800,21800,{} is known for performing,Matt Dennis,opera,jazz
21801,21801,"{}, who is employed by","John Birt, Baron Birt",Nokia,BBC
21802,21802,"{}, located in",Siemiatycze,Germany,Poland
21803,21803,The mother tongue of {} is,Victorien Sardou,Dutch,French
21804,21804,{}'s area of work is,Tycho Brahe,philosophy,astronomy
21805,21805,{} premieres on,WIRED Science,CBS,PBS
21806,21806,{} holds the title of,Germanus of Auxerre,pope,bishop
21807,21807,{} is located in the continent,Greece,Antarctica,Europe
21808,21808,{} is in,Ninnis Glacier,Africa,Antarctica
21809,21809,The original language of {} is,Front Page Challenge,Spanish,English
21810,21810,{}'s profession is an,Jack Wild,politician,actor
21811,21811,Which position does {} play? They play as,Kerry Zavagnin,quarterback,midfielder
21812,21812,"{}, the",Peyton Manning,soccer,football
21813,21813,{} is originally from,Clive Myrie,Cornwall,Bolton
21814,21814,"{}, who holds a citizenship from",Haakon V of Norway,France,Norway
21815,21815,{} spoke the language,Bertrand Tavernier,Spanish,French
21816,21816,"{}, speaker of",Alexandre de Laborde,Russian,French
21817,21817,{} premieres on,Hell Town,ESPN,NBC
21818,21818,"In {}, an official language is",Church of Greece,Polish,Greek
21819,21819,"{}, from",Vivir Intentando,Canada,Argentina
21820,21820,{} is a twin city of,Bangkok,Chicago,Budapest
21821,21821,{} is in,Rutgers Preparatory School,Texas,Somerset
21822,21822,The language of {} was,The Tall Blond Man with One Black Shoe,English,French
21823,21823,{} works for,Peter Fincham,Google,BBC
21824,21824,{} took up work in,David Cameron,Rome,London
21825,21825,{} spoke the language,F. Springer,Russian,Dutch
21826,21826,{} is a,Johannes Junius,cardinal,mayor
21827,21827,"In {}, they understand",Indonesia,English,Indonesian
21828,21828,{} is located in the country of,Pampilhosa da Serra,Peru,Portugal
21829,21829,"{}, created in",The Early Bird Show,Italy,Australia
21830,21830,{} is in,Nevada State Route 535,Ottawa,Nevada
21831,21831,{} died in the city of,Carl Friedrich Abel,Jerusalem,London
21832,21832,"{}, that was started in",Cocteau Twins,Mumbai,Scotland
21833,21833,{} was created in,nata de coco,Hungary,Philippines
21834,21834,"{}, who works as",Perrin Beatty,actor,politician
21835,21835,{} is located in the country of,Ostermundigen,Nigeria,Switzerland
21836,21836,{}'s position is,Gregory XV,bishop,pope
21837,21837,The genre played by {} is,Rob McConnell,fantasy,jazz
21838,21838,{} is a native speaker of,Henry de Montherlant,English,French
21839,21839,{} holds the position of,Blaise of Sebaste,pope,bishop
21840,21840,{} is located in the continent,Edward VIII Bay,Europe,Antarctica
21841,21841,{} is a product of,Sony camcorders,Nissan,Sony
21842,21842,{} belongs to the continent of,Quartz Hills,Asia,Antarctica
21843,21843,{} formed in,Eclection,Dallas,London
21844,21844,What sport does {} play? They play,Megan Rapinoe,basketball,soccer
21845,21845,{} is located in,McKinley Climatic Laboratory,Massachusetts,Florida
21846,21846,"{}, which is located in",Sabburah Subdistrict,Germany,Syria
21847,21847,{} specializes in,Claude Bernard,medicine,physiology
21848,21848,{} was formulated in,The Ceremony,Russia,Japan
21849,21849,{} originated from,Ulysses Dove,Moscow,Columbia
21850,21850,{} holds the title of,Giulio Cesare Sacchetti,bishop,cardinal
21851,21851,{} was originally from,Hajime Mizoguchi,London,Tokyo
21852,21852,{} holds the title of,Urban V,cardinal,pope
21853,21853,{} is headquartered in,Baltimore Gas and Electric,Cologne,Baltimore
21854,21854,The native language of {} is,Jean Lefebvre,English,French
21855,21855,"{}, speaker of",Arnould Galopin,Russian,French
21856,21856,{} is a twin city of,Montreal,Bangkok,Manila
21857,21857,{} is located in,Desolation Lava Field,Singapore,Canada
21858,21858,"{}, that was started in",The Rattles,Bern,Hamburg
21859,21859,"{}, from",Callas Forever,Colombia,Romania
21860,21860,{} spoke the language,Pablo Picasso,French,Spanish
21861,21861,{} spoke the language,Ger van Elk,French,Dutch
21862,21862,{} plays in the position of,Almen Abdi,pitcher,midfielder
21863,21863,{} that was founded in,Dominion,Birmingham,Toronto
21864,21864,"{}, who works as",Carlo Porta,actor,poet
21865,21865,{} plays in the position of,Corey Patterson,goaltender,outfielder
21866,21866,{} is located in the continent,Signy Island,Europe,Antarctica
21867,21867,{} works as,Dominic Dierkes,politician,actor
21868,21868,The official language of {} is,French Community of Belgium,Finnish,French
21869,21869,"{}, in",Lake Baikal,Antarctica,Asia
21870,21870,{} worked in the city of,Bob Sinclar,Stockholm,Paris
21871,21871,{} performs,Mikhail Matyushin,jazz,opera
21872,21872,{} expired at,Paul Huet,Venice,Paris
21873,21873,The location of {} is,2011 Libyan Civil War,Cologne,Libya
21874,21874,{} debuted on,The Polly Bergen Show,HBO,NBC
21875,21875,"{}, that originated in",Eisley,Stockholm,Tyler
21876,21876,{} is a twin city of,Islamabad,Istanbul,Toronto
21877,21877,{} works for,Spike Milligan,Microsoft,BBC
21878,21878,{} holds a citizenship from,Carlos Duarte Costa,Belgium,Brazil
21879,21879,{} is originally from,Faisal Khan,Philadelphia,Mumbai
21880,21880,{} is a twin city of,Santiago,Shanghai,Miami
21881,21881,{}'s headquarters are in,Germanischer Lloyd SE,Oslo,Hamburg
21882,21882,"{}, who holds a citizenship from",Namadi Sambo,Australia,Nigeria
21883,21883,The location of {} is,Flying Pig Marathon,Paris,Cincinnati
